"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","Q142","att_1","att_2","comp_0","pref_you","pref_you_explain","comp_2","comp_3","safety_you_1","trust_you_1","pref_others","pref_others_explain","safety_others_1","trust_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID","FL_8_DO"
"11/20/22 21:58","11/20/22 22:03",0,235,100,289,1,"11/20/22 22:03","R_1CwIvopbqYI1ukD",NA,NA,NA,NA,235,235,"anonymous","EN",1,235,4,1,1,2,"Based on my own experience coding, watching videos of even human controlled robots and AI controlled robots, and videos of self driving cars i don't feel the tech is there yet.",2,4,71,29,NA,"",NA,NA,2,"",3,"","36",4,NA,1,75,NA,"FL_51"
"11/20/22 22:01","11/20/22 22:03",0,236,100,142,1,"11/20/22 22:03","R_2zZvtO2lnVCOfcD",NA,NA,NA,NA,236,236,"anonymous","EN",1,236,4,1,1,3,"I am too scared for it to fully be the driving system instead of the human",2,4,70,29,NA,"",NA,NA,2,"",3,"","21",3,NA,1,60,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:04",0,237,100,560,1,"11/20/22 22:04","R_1DvFcf8QIrYEJWO",NA,NA,NA,NA,237,237,"anonymous","EN",1,237,4,1,1,6,"Because I'm lazy.",2,4,0,100,NA,"",NA,NA,1,"",3,"","24",1,NA,2,90,NA,"FL_51"
"11/20/22 21:57","11/20/22 22:04",0,238,100,427,1,"11/20/22 22:04","R_1jkPgsSUJaikLgE",NA,NA,NA,NA,238,238,"anonymous","EN",1,238,4,1,1,NA,"",2,4,NA,NA,6,"This would completely remove any possibility of human error and make all vehicles equally safe.",15,80,1,"",1,"","35",3,NA,1,30,NA,"FL_53"
"11/20/22 22:02","11/20/22 22:05",0,239,100,180,1,"11/20/22 22:05","R_3mcZKbAWGiEZuBX",NA,NA,NA,NA,239,239,"anonymous","EN",1,239,4,1,1,1,"I prefer being in control of my vehicle.",2,4,30,20,NA,"",NA,NA,2,"",3,"","21",3,NA,1,45,NA,"FL_51"
"11/20/22 21:58","11/20/22 22:05",0,240,100,399,1,"11/20/22 22:05","R_1ruDtXw5OQttXEm",NA,NA,NA,NA,240,240,"anonymous","EN",1,240,4,1,1,NA,"",2,4,NA,NA,3,"I think automated driving isn't reliable enough to handle monitoring the environment and beyond and it would be safest to leave to a human.",70,18,1,"",2,"","29",3,NA,1,19,NA,"FL_53"
"11/20/22 22:01","11/20/22 22:05",0,241,100,220,1,"11/20/22 22:05","R_3ffmjyI2AQReXPh",NA,NA,NA,NA,241,241,"anonymous","EN",1,241,4,1,1,NA,"",1,4,NA,NA,1,"I don't trust AI enough yet to self drive.",70,10,1,"",3,"","36",3,NA,1,80,NA,"FL_53"
"11/20/22 21:56","11/20/22 22:06",0,242,100,579,1,"11/20/22 22:06","R_20PE1QQxTjCAQZq",NA,NA,NA,NA,242,242,"anonymous","EN",1,242,4,1,1,2,"I would feel more comfortable being in charge of driving.",2,4,75,30,NA,"",NA,NA,1,"",3,"","38",1,NA,1,40,NA,"FL_51"
"11/20/22 21:51","11/20/22 22:06",0,243,100,920,1,"11/20/22 22:06","R_2rqp9MhKk3ojSoI",NA,NA,NA,NA,243,243,"anonymous","EN",1,243,4,1,1,4,"This gives me some control still while still keeping it safe with the AI taking over a lot.",2,4,20,70,NA,"",NA,NA,2,"",3,"","32",1,NA,1,55,NA,"FL_51"
"11/20/22 22:02","11/20/22 22:06",0,244,100,260,1,"11/20/22 22:06","R_3JqlX4WwNPm261o",NA,NA,NA,NA,244,244,"anonymous","EN",1,244,4,1,1,2,"I think that automated vehicles still struggle to deal with human drivers, so a road with both isn't a place I want to be overly reliant on AI for.",2,4,50,33,NA,"",NA,NA,1,"",3,"","34",4,NA,2,67,NA,"FL_51"
"11/20/22 22:02","11/20/22 22:07",0,245,100,289,1,"11/20/22 22:07","R_2znIUqjngeGAm1I",NA,NA,NA,NA,245,245,"anonymous","EN",1,245,4,1,1,NA,"",2,4,NA,NA,4,"This seems like a happy medium to help people switch over.",4,99,2,"",5,"","33",1,NA,2,0,NA,"FL_53"
"11/20/22 21:52","11/20/22 22:08",0,246,100,927,1,"11/20/22 22:08","R_2xP0oqqpdB4pCsq",NA,NA,NA,NA,246,246,"anonymous","EN",1,246,4,1,1,NA,"",2,4,NA,NA,4,"That seems to be where most accidents lie so those would be good. ",39,62,2,"",4,"","22",4,NA,2,29,NA,"FL_53"
"11/20/22 22:00","11/20/22 22:09",0,247,100,531,1,"11/20/22 22:09","R_ue6XQk0rKdQnFkt",NA,NA,NA,NA,247,247,"anonymous","EN",1,247,4,1,1,NA,"",2,4,NA,NA,3,"I personally like a balanced approach because while human error is a factor I still think the option for a human to take the wheel is needed as machines aren't perfect either.",50,50,1,"",2,"","24",3,NA,2,60,NA,"FL_53"
"11/20/22 22:04","11/20/22 22:15",0,248,100,671,1,"11/20/22 22:15","R_1MXOydiLl353ogO",NA,NA,NA,NA,248,248,"anonymous","EN",1,248,4,1,1,6,"I chose 6 because if automated driving is safer then it is obviously the better option.",2,4,31,81,NA,"",NA,NA,2,"",2,"","23",3,NA,1,81,NA,"FL_51"
"11/20/22 21:56","11/20/22 22:19",0,249,100,1414,1,"11/20/22 22:19","R_3nISYiMWUZ8AyPK",NA,NA,NA,NA,249,249,"anonymous","EN",1,249,4,1,1,NA,"",2,4,NA,NA,3,"it has some human monitoring everything to make sure nothing malfunctions",61,41,2,"",2,"","25",4,NA,1,19,NA,"FL_53"
"11/20/22 22:30","11/20/22 22:33",0,250,100,201,1,"11/20/22 22:33","R_1IMMDdVGGTykLAI",NA,NA,NA,NA,250,250,"anonymous","EN",1,250,4,1,1,1,"I have read enough about how AI works in cars to know that I never want to be involved with it.",2,4,100,0,NA,"",NA,NA,4,"nonbinary",3,"","37",1,NA,1,85,NA,"FL_51"
